,TransactionID,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,TransactionDT,TransactionAmt,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
0,472433,W,6592,278.0,150.0,visa,226.0,debit,325.0,87.0,>=3027949.25,>=125.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,9.0,1.0
1,472434,W,15484,418.0,150.0,visa,226.0,debit,264.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0
2,472435,C,14276,177.0,185.0,mastercard,137.0,credit,NotFound,NotFound,<3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3,472436,W,1893,514.0,150.0,mastercard,224.0,credit,441.0,87.0,>=3027949.25,<125,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,57.0,3.0
4,472437,C,14337,228.0,106.0,visa,137.0,debit,NotFound,NotFound,>=3027949.25,<125,1.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
5,472438,W,7585,553.0,150.0,visa,226.0,credit,204.0,87.0,>=3027949.25,<125,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,8.0,3.0
6,472439,W,2300,412.0,150.0,visa,226.0,debit,184.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0
7,472440,H,15066,170.0,150.0,mastercard,102.0,credit,472.0,87.0,<3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
8,472441,W,2455,321.0,150.0,visa,226.0,credit,441.0,87.0,>=3027949.25,>=125.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
9,472442,W,15823,302.0,150.0,visa,226.0,debit,184.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,15.0,1.0
10,472443,W,7919,194.0,150.0,mastercard,202.0,debit,231.0,87.0,<3027949.25,<125,8.0,10.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,42.0,7.0
11,472444,W,16232,396.0,150.0,mastercard,224.0,debit,315.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
12,472445,W,8394,490.0,150.0,visa,226.0,debit,325.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0
13,472446,W,13295,321.0,150.0,visa,226.0,debit,436.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
14,472447,W,14098,481.0,150.0,mastercard,195.0,debit,325.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
15,472448,W,3681,513.0,150.0,visa,166.0,debit,433.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
16,472449,S,6054,327.0,150.0,discover,223.0,credit,231.0,87.0,<3027949.25,<125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
17,472450,W,8868,205.0,150.0,visa,166.0,debit,441.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
18,472451,R,9350,111.0,150.0,visa,162.0,credit,512.0,87.0,<3027949.25,<125,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0
19,472452,C,13832,375.0,185.0,mastercard,224.0,debit,NotFound,NotFound,>=3027949.25,<125,6.0,30.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0,2.0,2.0,24.0,5.0
20,472453,C,14276,177.0,185.0,mastercard,137.0,credit,NotFound,NotFound,<3027949.25,<125,13.0,7.0,0.0,4.0,0.0,4.0,4.0,3.0,0.0,1.0,6.0,6.0,1.0,1.0
21,472454,R,8964,399.0,150.0,american express,185.0,credit,272.0,87.0,<3027949.25,<125,3.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
22,472455,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0
23,472456,W,17465,554.0,150.0,mastercard,224.0,debit,204.0,87.0,<3027949.25,<125,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,11.0,2.0
24,472457,W,14649,548.0,150.0,visa,226.0,debit,476.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,17.0,1.0
25,472458,W,2157,111.0,150.0,visa,226.0,debit,337.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
26,472459,W,14842,370.0,150.0,visa,166.0,debit,476.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0
27,472460,W,7874,225.0,150.0,mastercard,224.0,debit,448.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
28,472461,C,16747,555.0,134.0,visa,137.0,credit,372.0,72.0,<3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
29,472462,W,14643,529.0,150.0,visa,162.0,credit,204.0,87.0,>=3027949.25,>=125.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
30,472463,W,15399,390.0,150.0,mastercard,224.0,debit,143.0,87.0,>=3027949.25,<125,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
31,472464,W,12469,360.0,150.0,mastercard,166.0,debit,184.0,87.0,>=3027949.25,<125,203.0,193.0,0.0,0.0,144.0,196.0,0.0,0.0,68.0,0.0,182.0,0.0,216.0,111.0
32,472465,S,4074,589.0,150.0,visa,226.0,debit,441.0,87.0,<3027949.25,<125,2.0,3.0,0.0,2.0,0.0,2.0,0.0,35.0,0.0,27.0,4.0,0.0,99.0,2.0
33,472466,W,10856,268.0,150.0,visa,166.0,debit,264.0,87.0,<3027949.25,<125,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0
34,472467,W,8320,476.0,150.0,visa,166.0,debit,264.0,87.0,>=3027949.25,>=125.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,3.0
35,472468,C,15885,545.0,185.0,visa,138.0,debit,NotFound,NotFound,>=3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
36,472469,W,16994,206.0,150.0,mastercard,126.0,debit,299.0,87.0,>=3027949.25,<125,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,2.0
37,472470,W,14653,194.0,150.0,mastercard,166.0,debit,315.0,87.0,>=3027949.25,<125,8.0,7.0,0.0,0.0,13.0,4.0,0.0,0.0,5.0,0.0,6.0,0.0,58.0,8.0
38,472471,W,10027,101.0,150.0,visa,226.0,debit,123.0,87.0,>=3027949.25,>=125.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,9.0,1.0
39,472472,W,15497,490.0,150.0,visa,226.0,debit,299.0,87.0,>=3027949.25,<125,117.0,99.0,0.0,0.0,148.0,79.0,0.0,0.0,71.0,0.0,73.0,0.0,545.0,105.0
40,472473,W,6550,NotFound,150.0,visa,226.0,debit,476.0,87.0,>=3027949.25,<125,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,19.0,5.0
41,472474,C,3154,408.0,185.0,mastercard,224.0,debit,NotFound,NotFound,>=3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
42,472475,C,18250,545.0,185.0,visa,226.0,credit,NotFound,NotFound,>=3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
43,472476,W,16479,470.0,150.0,mastercard,137.0,credit,325.0,87.0,>=3027949.25,>=125.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,3.0
44,472477,W,17492,302.0,150.0,visa,226.0,credit,387.0,87.0,>=3027949.25,>=125.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,17.0,2.0
45,472478,W,14046,555.0,150.0,visa,226.0,credit,226.0,87.0,<3027949.25,>=125.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
46,472479,C,14120,277.0,144.0,mastercard,197.0,credit,NotFound,NotFound,>=3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
47,472480,W,15160,555.0,150.0,visa,226.0,debit,315.0,87.0,>=3027949.25,<125,2.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,2.0
48,472481,H,2803,100.0,150.0,visa,226.0,debit,264.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
49,472482,C,15885,545.0,185.0,visa,138.0,debit,NotFound,NotFound,>=3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
50,472483,W,6394,NotFound,NotFound,NotFound,NotFound,NotFound,203.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0
51,472484,W,12544,321.0,150.0,visa,226.0,debit,337.0,87.0,>=3027949.25,<125,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,29.0,4.0
52,472485,H,1592,399.0,150.0,american express,150.0,credit,299.0,87.0,>=3027949.25,<125,2.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,4.0,2.0
53,472486,C,10568,204.0,185.0,visa,226.0,credit,NotFound,NotFound,>=3027949.25,<125,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
54,472487,W,12738,543.0,150.0,mastercard,224.0,debit,191.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0
55,472488,S,16779,494.0,150.0,visa,226.0,credit,123.0,87.0,<3027949.25,<125,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
56,472489,W,5729,360.0,150.0,visa,166.0,debit,476.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
57,472490,W,12581,453.0,150.0,visa,226.0,debit,110.0,87.0,>=3027949.25,<125,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0
58,472491,W,18132,567.0,150.0,mastercard,117.0,debit,204.0,87.0,>=3027949.25,<125,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,3.0
59,472492,W,10112,360.0,150.0,visa,166.0,debit,184.0,87.0,>=3027949.25,<125,6.0,7.0,0.0,0.0,2.0,7.0,0.0,0.0,6.0,0.0,6.0,0.0,8.0,6.0
60,472493,W,18268,583.0,150.0,visa,226.0,credit,191.0,87.0,>=3027949.25,>=125.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,11.0,4.0
61,472494,W,17262,578.0,150.0,mastercard,166.0,debit,205.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
62,472495,W,7508,321.0,150.0,visa,226.0,debit,512.0,87.0,<3027949.25,<125,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,1.0
63,472496,W,10112,360.0,150.0,visa,166.0,debit,330.0,87.0,>=3027949.25,<125,7.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,4.0,0.0,36.0,7.0
64,472497,W,5629,490.0,150.0,visa,226.0,debit,325.0,87.0,>=3027949.25,<125,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0
65,472498,W,15662,369.0,150.0,mastercard,224.0,debit,181.0,87.0,<3027949.25,>=125.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,1.0
66,472499,C,17394,351.0,106.0,visa,137.0,debit,NotFound,NotFound,<3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
67,472500,W,6170,174.0,150.0,visa,226.0,debit,315.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
68,472501,W,13249,111.0,150.0,visa,226.0,debit,264.0,87.0,<3027949.25,>=125.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0
69,472502,W,11157,215.0,150.0,visa,226.0,debit,433.0,87.0,>=3027949.25,<125,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,3.0
70,472503,W,6473,555.0,150.0,visa,226.0,credit,476.0,87.0,>=3027949.25,<125,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,2.0
71,472504,W,17188,321.0,150.0,visa,226.0,debit,485.0,87.0,>=3027949.25,<125,5.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,20.0,4.0
72,472505,W,11162,346.0,150.0,mastercard,224.0,debit,299.0,87.0,>=3027949.25,<125,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,55.0,3.0
73,472506,W,10948,215.0,150.0,visa,226.0,debit,498.0,87.0,<3027949.25,>=125.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
74,472507,W,14683,111.0,150.0,visa,226.0,debit,191.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
75,472508,W,8320,476.0,150.0,visa,166.0,debit,299.0,87.0,>=3027949.25,<125,12.0,8.0,0.0,0.0,9.0,5.0,0.0,0.0,8.0,0.0,7.0,0.0,57.0,9.0
76,472509,W,8900,385.0,150.0,visa,226.0,debit,231.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
77,472510,W,4272,111.0,150.0,visa,226.0,debit,299.0,87.0,>=3027949.25,<125,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,16.0,2.0
78,472511,W,2884,490.0,150.0,visa,226.0,debit,264.0,87.0,<3027949.25,<125,98.0,77.0,0.0,0.0,123.0,65.0,0.0,0.0,60.0,0.0,62.0,0.0,410.0,82.0
79,472512,R,9112,250.0,150.0,visa,226.0,debit,441.0,87.0,<3027949.25,>=125.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
80,472513,W,12501,490.0,150.0,visa,226.0,debit,181.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,1.0
81,472514,C,8755,500.0,185.0,mastercard,224.0,credit,NotFound,NotFound,>=3027949.25,<125,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0
82,472515,W,15066,170.0,150.0,mastercard,102.0,credit,476.0,87.0,<3027949.25,<125,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
83,472516,S,15066,170.0,150.0,mastercard,102.0,credit,337.0,87.0,>=3027949.25,<125,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,2.0
84,472517,W,10706,555.0,150.0,visa,226.0,debit,436.0,87.0,>=3027949.25,>=125.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0
85,472518,W,5355,360.0,150.0,visa,166.0,debit,204.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
86,472519,S,15066,170.0,150.0,mastercard,102.0,credit,330.0,87.0,>=3027949.25,<125,2.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,3.0,2.0,0.0,21.0,2.0
87,472520,H,7585,553.0,150.0,visa,226.0,credit,299.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
88,472521,W,7919,194.0,150.0,mastercard,166.0,debit,181.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,1.0
89,472522,W,4854,225.0,150.0,mastercard,219.0,debit,123.0,87.0,<3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
90,472523,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
91,472524,C,3154,408.0,185.0,mastercard,224.0,debit,167.0,60.0,<3027949.25,<125,3.0,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,3.0,3.0,4.0,3.0
92,472525,W,9480,170.0,150.0,visa,226.0,debit,272.0,87.0,>=3027949.25,<125,7.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,2.0,1.0,13.0,5.0
93,472526,R,10486,514.0,150.0,mastercard,219.0,credit,181.0,87.0,<3027949.25,>=125.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
94,472527,H,1234,555.0,156.0,visa,226.0,debit,296.0,34.0,<3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
95,472528,W,6019,583.0,150.0,visa,226.0,credit,325.0,87.0,>=3027949.25,>=125.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
96,472529,W,14649,548.0,150.0,visa,226.0,debit,476.0,87.0,>=3027949.25,>=125.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
97,472530,W,12544,321.0,150.0,visa,226.0,debit,441.0,87.0,>=3027949.25,>=125.0,136.0,121.0,0.0,0.0,162.0,95.0,0.0,0.0,82.0,0.0,89.0,0.0,554.0,119.0
98,472531,W,12839,321.0,150.0,visa,226.0,debit,264.0,87.0,>=3027949.25,<125,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,2.0
99,472532,W,10454,555.0,150.0,visa,166.0,debit,272.0,87.0,>=3027949.25,<125,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,16.0,3.0
100,472533,W,11849,271.0,150.0,visa,226.0,debit,330.0,87.0,>=3027949.25,<125,5.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,28.0,5.0
101,472534,S,18027,555.0,150.0,visa,226.0,debit,330.0,87.0,>=3027949.25,>=125.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,5.0,2.0
102,472535,W,14163,NotFound,150.0,visa,226.0,debit,204.0,87.0,<3027949.25,>=125.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
103,472536,C,1164,545.0,185.0,visa,137.0,debit,NotFound,NotFound,<3027949.25,<125,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
104,472537,H,1359,314.0,150.0,mastercard,224.0,debit,299.0,87.0,<3027949.25,<125,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
105,472538,R,12544,321.0,150.0,visa,226.0,debit,494.0,87.0,<3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
106,472539,W,3827,369.0,150.0,mastercard,117.0,debit,181.0,87.0,>=3027949.25,>=125.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
107,472540,W,17729,300.0,150.0,visa,166.0,debit,184.0,87.0,>=3027949.25,>=125.0,5.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,39.0,4.0
108,472541,W,1974,111.0,150.0,visa,226.0,debit,184.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
109,472542,W,6174,490.0,150.0,visa,226.0,debit,387.0,87.0,>=3027949.25,<125,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0
110,472543,W,8505,555.0,150.0,visa,226.0,credit,220.0,87.0,>=3027949.25,<125,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0
111,472544,C,5812,408.0,185.0,mastercard,224.0,debit,NotFound,NotFound,>=3027949.25,<125,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
112,472545,W,1342,514.0,150.0,mastercard,224.0,debit,325.0,87.0,>=3027949.25,<125,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,13.0,5.0
113,472546,W,12260,236.0,150.0,visa,226.0,debit,264.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
114,472547,W,3277,111.0,150.0,visa,226.0,debit,231.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
115,472548,W,3178,490.0,150.0,visa,226.0,debit,299.0,87.0,>=3027949.25,<125,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,26.0,1.0
116,472549,C,4461,375.0,185.0,mastercard,224.0,debit,NotFound,NotFound,<3027949.25,<125,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
117,472550,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
118,472551,W,2803,100.0,150.0,visa,226.0,debit,325.0,87.0,>=3027949.25,>=125.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
119,472552,W,1974,111.0,150.0,visa,226.0,debit,184.0,87.0,<3027949.25,<125,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,14.0,1.0
120,472553,W,2772,512.0,150.0,visa,226.0,debit,143.0,87.0,>=3027949.25,<125,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
121,472554,C,16346,324.0,185.0,visa,226.0,credit,NotFound,NotFound,>=3027949.25,<125,2.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,3.0,2.0
122,472555,W,3682,264.0,150.0,visa,226.0,credit,272.0,87.0,<3027949.25,>=125.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0
123,472556,W,17131,111.0,150.0,mastercard,224.0,debit,264.0,87.0,<3027949.25,<125,44.0,37.0,0.0,0.0,33.0,27.0,0.0,0.0,27.0,0.0,23.0,0.0,186.0,34.0
